1000 10000
473 596 59
761 101 52
498 816 57
189 656 58
937 698 7
933 443 18
928 806 33
575 457 83
800 825 87
556 826 21
193 675 29
633 498 70
909 796 76
103 736 56
222 373 19
755 392 56
684 579 62
446 578 71
328 231 95
550 681 3
667 993 88
419 229 71
160 216 94
867 777 60
93 499 1
679 981 44
479 99 26
891 517 55
819 839 91
266 417 93
341 943 75
80 571 62
581 745 47
470 28 62
573 343 86
114 687 94
397 263 26
692 556 69
255 378 5
602 638 3
587 390 8
772 309 61
659 780 67
873 701 71
712 17 32
321 270 20
508 25 60
840 370 6
366 720 85
809 714 52
905 672 90
97 369 10
269 462 37
440 15 48
597 140 40
244 295 3
367 8 5
5 497 23
599 964 2
218 401 19
156 476 6
914 79 32
833 428 74
692 5 38
86 975 60
824 748 10
381 352 16
867 271 46
349 389 22
503 582 61
186 271 21
105 156 68
443 556 3
930 385 25
546 213 2
718 354 88
640 976 37
311 244 5
742 574 97
371 540 92
941 366 45
258 162 61
439 673 58
409 321 85
244 764 28
106 849 10
174 154 19
650 478 91
206 543 62
481 894 86
828 5 16
549 446 51
730 427 34
928 782 68
578 41 26
533 192 19
980 134 59
239 301 46
833 770 94
786 64 20
18 388 55
552 25 82
330 253 90
422 667 46
128 403 31
444 863 35
694 439 46
736 647 95
916 55 87
259 395 32
766 484 76
147 792 20
633 365 6
743 428 56
3 699 16
751 427 65
584 748 19
65 237 78
37 952 43
117 749 95
833 950 36
754 212 22
7 456 10
686 308 25
534 771 70
722 333 57
416 248 43
635 556 9
951 301 38
131 191 27
3 597 98
134 722 83
933 876 21
486 693 51
295 484 29
47 595 78
330 314 23
731 245 78
479 922 43
191 701 27
534 567 43
580 764 55
954 988 75
967 548 24
899 798 96
146 318 20
739 983 38
689 109 54
977 260 8
501 985 38
257 1000 56
676 230 53
242 543 88
775 187 51
974 12 98
427 411 7
22 587 12
481 470 18
723 512 37
31 985 12
526 326 95
916 458 74
266 761 75
479 133 6
12 933 48
720 90 22
690 732 12
317 61 30
809 835 41
439 340 73
741 358 41
651 173 20
717 360 35
690 621 59
148 780 40
97 698 10
265 743 43
417 106 77
488 219 37
488 489 56
951 381 89
598 367 44
210 528 38
665 576 68
423 704 12
426 626 93
875 904 58
38 875 2
187 493 87
854 1000 5
339 64 84
287 903 64
163 288 24
778 374 37
693 493 1
85 721 95
785 638 32
440 256 50
353 925 88
265 719 7
557 813 80
520 885 74
856 747 84
148 253 78
688 514 24
5 8 100
722 325 50
104 664 12
188 817 43
974 294 11
90 640 25
716 758 7
194 192 92
237 886 14
503 1 100
579 210 76
834 979 5
658 803 100
780 598 4
853 891 83
21 799 23
23 427 5
872 370 32
436 198 37
853 35 19
365 979 5
430 27 55
519 374 53
706 609 1
60 463 87
661 294 66
921 226 82
262 864 67
391 454 35
896 785 84
714 294 73
673 877 39
709 195 30
750 855 48
19 568 72
893 332 24
463 692 77
153 942 83
174 35 11
466 307 43
368 349 6
210 884 56
986 22 49
465 750 27
119 757 28
66 788 10
138 581 84
748 355 16
405 559 37
698 125 94
510 758 99
820 414 10
861 545 99
315 58 51
47 748 47
769 157 51
230 752 21
454 537 60
87 6 21
684 300 32
930 784 10
4 936 85
149 721 73
431 529 42
681 455 70
374 66 16
644 832 88
370 137 50
70 34 61
53 126 21
124 978 41
991 807 40
640 262 70
474 871 49
918 667 22
542 331 10
992 224 97
574 708 94
692 600 43
825 776 93
417 900 23
889 792 12
309 7 23
56 739 26
682 576 5
958 50 100
4 499 19
196 130 10
901 625 72
341 885 47
793 179 97
47 737 38
90 915 53
254 432 35
253 188 50
418 86 94
875 61 74
668 190 97
778 113 34
844 78 12
441 898 86
398 118 84
135 241 63
993 541 78
469 664 96
135 196 59
175 800 1
823 568 46
927 779 27
910 820 62
546 604 30
778 605 52
473 490 50
821 605 67
401 601 43
16 393 96
476 880 76
198 467 14
886 515 36
213 376 74
952 123 60
160 802 8
608 170 78
343 487 12
287 888 50
21 969 10
826 584 40
625 860 92
706 819 95
774 692 2
684 300 12
540 4 44
530 786 36
260 383 84
239 250 50
464 819 16
39 594 34
800 321 98
789 311 89
998 543 32
107 928 70
683 822 64
270 249 82
296 460 20
990 833 69
334 259 3
282 659 64
462 920 46
195 729 69
410 540 4
29 221 1
810 975 71
569 286 5
56 752 53
797 865 5
28 398 84
938 205 88
145 11 90
900 333 46
278 700 30
590 466 53
998 266 13
932 279 28
448 227 5
215 972 99
784 922 34
469 123 38
628 258 20
766 790 74
79 711 78
560 855 22
826 102 30
948 942 82
270 712 42
126 191 4
139 187 61
385 737 38
572 753 32
289 375 90
849 935 74
719 395 66
436 967 16
696 503 88
212 7 97
934 618 27
869 199 28
926 689 12
862 318 81
689 675 54
2 22 87
507 324 74
600 452 37
175 811 36
482 145 40
321 244 48
561 363 23
450 726 95
40 429 12
391 518 63
709 939 16
298 827 2
811 831 43
288 856 3
762 95 1
97 861 83
741 420 10
684 317 30
763 868 67
72 473 8
839 249 34
684 868 57
401 520 74
1000 382 24
883 211 97
689 250 64
644 855 12
697 391 82
440 607 11
261 762 36
301 95 66
725 802 2
432 234 13
447 443 27
582 197 41
645 124 65
836 25 61
114 81 14
336 493 62
113 858 11
405 601 63
38 626 65
698 940 2
587 440 71
372 143 4
773 433 70
568 600 41
508 188 25
706 176 46
974 53 34
160 582 69
236 547 99
279 514 53
268 562 37
646 522 75
686 266 96
126 504 23
807 654 32
864 65 48
41 181 22
375 440 47
368 276 81
569 41 69
462 859 18
43 343 12
288 883 73
218 783 7
416 911 58
130 906 23
881 680 92
763 695 50
926 870 1
719 670 67
443 798 12
53 879 36
513 439 2
601 113 43
279 780 62
698 467 78
60 733 97
539 446 96
798 286 50
323 176 61
294 998 66
732 243 1
841 113 98
503 20 6
193 783 68
7 541 73
82 835 66
562 484 65
613 957 67
51 162 17
48 352 20
426 772 49
84 652 24
443 581 32
526 765 52
963 290 93
903 978 36
510 716 37
653 695 88
67 586 15
999 36 52
358 869 1
404 460 9
533 66 84
28 326 49
108 203 71
373 248 47
146 774 9
704 767 85
849 692 38
418 672 83
706 500 74
892 866 95
38 134 58
435 409 80
502 864 29
705 741 61
364 556 93
545 217 100
264 960 92
599 525 37
308 237 31
566 644 51
97 368 69
240 918 7
239 644 49
497 743 32
808 566 96
524 830 87
46 688 81
461 552 5
241 478 53
285 394 52
930 124 11
722 266 58
362 118 4
780 143 66
268 879 100
89 28 60
134 603 28
90 562 42
477 380 50
172 99 70
70 632 100
216 423 73
341 418 69
618 338 83
98 133 6
870 644 64
575 244 30
534 920 40
660 341 23
413 926 20
755 129 34
488 809 83
36 909 59
344 233 86
41 764 75
233 474 85
979 459 45
462 276 63
116 284 1
875 369 14
507 220 92
201 218 53
507 436 42
197 106 96
764 348 62
186 929 71
153 603 74
458 10 43
656 568 96
401 621 88
29 741 78
322 990 81
871 654 71
912 173 87
713 558 12
655 92 47
515 443 31
872 764 27
247 837 59
312 136 21
740 707 55
705 896 36
230 302 7
80 271 16
4 11 14
813 334 15
688 637 58
766 383 79
467 281 34
365 50 21
326 201 11
926 571 85
90 658 60
393 546 43
465 502 74
94 402 95
731 370 84
428 187 86
138 608 5
48 849 63
935 751 77
285 522 79
115 702 68
438 235 86
101 181 78
933 924 91
762 20 64
344 791 8
513 105 34
127 909 71
219 799 62
911 985 14
498 905 84
426 11 73
878 987 92
676 150 23
457 218 62
831 259 80
788 263 74
129 588 54
727 648 60
649 962 11
518 439 86
645 47 20
983 873 21
47 884 73
413 784 83
979 44 91
719 497 100
155 959 65
833 823 73
891 200 24
194 230 31
157 1000 67
573 265 30
782 257 55
217 292 87
928 948 40
864 35 73
486 91 70
548 201 9
51 583 53
101 825 50
131 891 89
156 249 2
455 7 83
771 882 70
773 871 6
387 682 98
815 281 3
717 570 3
656 746 77
289 640 51
266 282 22
298 694 73
602 219 25
408 713 3
577 270 1
957 747 18
885 687 20
720 346 5
551 516 62
77 14 89
19 953 29
427 855 22
971 95 72
548 124 46
156 176 93
745 69 93
311 748 18
859 530 83
113 416 69
611 114 53
291 826 23
268 917 67
539 742 17
707 122 41
746 924 86
518 450 86
940 320 2
786 179 84
179 208 38
315 22 57
844 282 22
72 338 36
95 283 6
276 430 18
59 977 2
590 259 66
169 746 78
706 856 21
845 986 22
726 995 26
32 129 27
246 343 99
1000 763 84
88 472 79
606 78 82
113 745 90
358 416 37
374 590 56
499 134 80
123 739 74
793 886 9
928 388 95
801 910 70
559 2 92
401 194 33
608 836 61
713 802 38
493 923 18
975 154 16
110 861 83
572 777 3
422 619 80
261 314 24
603 356 9
322 238 51
826 880 31
818 975 89
289 357 41
701 814 24
500 341 5
425 831 98
961 293 61
246 840 86
180 808 14
98 286 24
707 394 28
245 991 17
874 358 12
190 865 89
864 241 72
677 609 48
728 893 90
790 925 94
722 638 61
228 107 47
816 312 71
284 671 11
849 471 26
238 914 91
537 997 11
912 797 50
351 504 22
946 794 21
182 57 52
939 35 19
340 7 67
594 185 46
22 970 94
446 103 56
194 856 22
127 516 27
947 899 50
658 644 86
649 321 36
145 920 21
718 106 14
113 945 53
202 238 98
74 105 97
440 661 54
683 946 54
671 565 36
491 213 73
50 687 75
673 189 60
753 714 81
756 689 40
414 311 51
452 293 18
656 643 28
272 530 65
259 904 78
549 369 9
501 260 99
181 764 43
666 32 85
678 334 47
42 907 71
863 397 41
238 701 50
206 783 41
63 68 72
93 890 75
655 762 33
344 547 55
782 157 49
609 640 21
6 470 43
613 94 75
103 82 53
972 692 42
188 884 29
868 549 69
788 409 78
126 218 42
929 587 77
704 334 79
709 927 85
33 464 70
960 694 40
704 717 25
787 432 99
230 691 48
265 340 65
151 295 61
784 673 41
230 727 59
252 777 23
278 329 8
397 368 83
777 147 57
84 769 42
900 905 78
121 377 87
785 674 19
232 627 100
516 730 77
584 650 94
590 42 75
883 362 81
862 692 93
633 776 21
891 791 40
956 725 50
315 561 36
437 391 25
999 664 45
741 56 9
452 480 87
349 124 67
475 168 26
296 463 53
610 365 70
700 917 99
530 901 91
396 769 82
55 461 47
656 591 75
739 724 19
779 522 46
771 213 74
396 6 64
520 705 50
398 638 88
327 123 41
593 328 59
849 442 81
286 724 28
972 315 20
279 649 65
504 628 33
189 480 72
427 90 13
247 166 30
478 676 12
586 646 95
54 174 61
611 822 41
756 55 33
94 325 45
949 51 88
899 923 21
34 609 58
28 313 68
433 126 24
617 948 24
586 200 52
28 191 75
523 524 1
645 630 99
893 489 81
855 196 98
957 643 17
801 133 79
740 881 72
790 540 95
286 94 96
701 535 20
239 932 48
426 750 65
745 725 24
859 232 92
232 208 85
299 286 95
574 482 2
707 798 9
919 618 76
452 881 42
887 740 46
302 317 86
350 199 93
828 92 34
227 703 18
582 867 44
590 59 55
534 708 64
973 656 54
531 604 70
48 628 82
770 534 89
125 140 92
439 102 40
340 599 27
856 799 59
868 737 37
67 365 54
852 409 44
634 172 42
43 475 85
206 79 98
65 950 40
258 938 56
636 847 25
780 16 5
724 53 81
55 782 96
102 755 32
467 822 20
861 889 53
163 893 69
76 450 28
198 190 55
662 832 47
551 588 52
854 92 49
390 340 33
559 22 6
885 112 85
798 843 34
667 501 65
867 689 69
692 30 5
123 965 28
30 855 93
265 559 15
854 27 41
304 152 74
417 782 18
42 98 84
4 996 11
165 152 42
565 40 53
49 770 77
623 750 11
443 339 60
569 546 31
397 666 79
832 894 86
579 796 6
521 784 24
488 529 31
560 145 58
959 194 12
60 287 46
642 761 82
103 508 47
862 105 49
547 653 46
893 306 93
224 756 10
403 111 98
15 719 37
690 424 65
939 375 65
319 888 10
410 737 56
82 639 96
993 344 88
65 313 63
845 464 99
725 221 49
42 13 76
451 783 37
1000 35 49
837 662 47
129 883 43
431 855 31
916 436 65
667 89 97
702 855 45
269 263 62
91 530 85
215 809 62
249 335 83
798 627 100
878 458 86
939 260 82
628 318 63
52 400 90
277 656 49
240 183 41
625 570 85
126 116 52
801 570 14
935 103 58
351 800 82
511 331 40
803 828 56
208 880 25
345 214 80
183 874 10
342 28 62
549 48 91
822 383 87
167 790 8
272 142 14
615 132 1
384 569 64
936 53 43
812 536 69
950 593 89
808 362 17
740 579 3
171 678 63
460 771 34
607 693 94
395 405 30
109 550 3
970 368 70
198 17 12
686 632 76
571 196 100
784 157 35
463 553 89
230 978 99
247 670 28
784 767 36
537 539 37
500 183 91
434 976 20
291 554 88
517 101 61
458 956 50
363 784 33
466 853 30
718 874 19
880 295 93
838 442 44
261 755 29
764 273 87
991 819 32
481 924 73
894 985 73
224 413 82
256 631 33
215 538 54
638 918 35
707 685 33
780 416 72
977 874 61
917 821 32
189 532 6
101 457 43
887 353 65
405 36 61
577 401 66
283 889 74
579 866 71
887 688 51
103 519 72
319 100 67
293 261 46
283 934 39
887 237 11
922 752 87
670 581 41
124 674 55
572 414 19
853 720 26
688 783 99
728 266 18
341 457 22
858 579 70
683 681 71
451 3 7
325 706 16
385 77 87
985 192 55
164 290 17
691 5 46
523 316 63
242 48 19
197 195 23
441 329 57
793 763 95
752 974 2
55 324 40
577 346 95
317 969 83
555 472 39
427 138 59
890 972 100
766 970 37
837 531 61
833 58 100
62 86 74
375 380 25
950 267 83
170 784 16
758 468 33
424 955 81
279 13 43
665 475 52
491 586 14
106 220 93
874 424 25
269 686 9
951 935 67
159 804 39
704 22 92
224 158 68
633 655 79
886 760 8
128 382 7
459 226 94
330 407 78
98 974 68
854 141 8
150 61 61
837 83 22
363 874 97
633 103 28
51 389 76
274 362 2
875 218 71
826 866 60
123 431 22
114 576 62
617 497 68
730 922 85
558 456 70
350 34 71
88 422 24
140 445 3
254 884 55
55 357 11
768 629 5
278 463 65
764 73 32
477 101 78
610 236 56
595 342 94
465 564 8
139 329 10
439 174 41
92 262 88
885 722 35
928 693 79
280 978 34
185 933 48
338 519 74
199 78 26
223 28 83
803 71 34
713 481 94
96 153 20
444 498 6
484 114 73
34 861 92
187 475 23
680 528 52
700 394 76
703 960 1
490 41 47
180 243 97
957 693 77
913 767 11
407 768 57
410 1000 43
887 647 85
352 438 97
745 133 31
306 260 78
884 230 25
303 779 57
586 725 17
212 909 68
892 231 58
892 955 65
380 421 73
908 431 29
736 965 12
803 738 36
502 562 50
928 319 15
290 992 18
291 686 29
962 809 68
274 931 47
35 355 95
286 853 100
353 943 65
364 591 81
619 763 21
253 105 34
20 721 72
966 608 66
723 838 24
288 930 75
156 516 65
529 451 77
693 825 15
217 51 58
130 29 69
278 534 5
561 304 45
921 307 35
815 841 82
7 925 59
985 904 9
897 197 35
756 286 72
244 221 57
733 319 66
961 222 100
889 999 76
814 404 60
87 946 42
739 277 5
481 794 56
398 709 96
471 205 21
760 445 96
988 748 36
701 879 59
710 645 46
624 628 51
778 538 57
245 638 37
430 728 40
333 879 33
374 65 45
461 640 44
152 75 81
776 186 69
704 487 4
560 713 76
620 874 51
969 723 30
200 375 79
855 574 83
363 363 4
82 951 3
433 287 88
857 772 22
631 74 36
228 11 84
434 84 47
376 937 57
648 781 67
935 524 6
29 340 65
614 952 90
248 976 13
638 910 70
932 818 80
259 512 21
431 584 12
768 335 41
142 956 48
816 990 12
303 444 89
926 652 8
205 112 42
239 221 80
256 246 81
443 882 16
842 969 48
719 452 29
747 558 37
398 997 63
814 789 90
555 48 45
18 454 41
328 795 88
251 122 33
11 972 60
958 78 20
20 145 77
744 51 75
416 807 76
735 576 57
833 236 20
679 143 40
956 85 1
358 516 66
569 288 40
560 385 77
302 147 41
309 965 83
565 500 24
718 440 91
713 86 97
564 832 31
21 755 84
721 423 4
893 852 57
997 187 10
867 178 21
154 709 13
19 641 99
472 666 64
87 704 52
34 549 25
141 466 15
407 259 47
588 464 10
586 254 19
42 245 75
402 178 44
521 128 100
194 363 39
501 670 88
802 413 72
848 917 35
37 667 91
222 994 66
793 673 75
505 84 28
482 145 71
630 206 54
32 98 56
198 625 20
348 220 32
735 48 26
438 973 62
264 994 49
66 159 8
224 188 11
831 208 27
232 812 34
479 633 79
260 935 58
482 816 96
990 348 18
466 118 98
179 254 31
288 625 50
276 766 20
46 146 58
446 711 3
722 456 37
611 1000 71
626 716 85
895 182 60
843 139 76
627 839 71
480 376 31
213 336 19
777 527 38
94 336 21
769 330 74
43 578 64
359 832 21
85 519 86
638 225 14
681 66 73
686 715 10
73 875 23
544 321 32
265 116 46
750 926 66
722 591 13
193 742 21
10 989 41
304 86 61
986 968 49
720 727 19
935 299 27
350 631 46
42 437 76
703 264 62
560 794 84
376 991 64
242 33 11
646 342 92
166 767 34
80 370 29
588 42 80
848 501 73
962 767 33
534 926 14
753 317 70
565 404 66
341 920 7
748 15 11
409 687 4
198 687 84
585 262 4
762 139 71
630 204 93
68 603 89
582 294 67
746 422 17
217 786 8
135 501 89
533 461 54
628 326 55
27 838 65
634 74 34
207 25 76
121 127 62
68 53 29
933 71 44
646 150 18
123 631 83
830 499 9
864 704 36
345 777 76
506 650 95
681 798 50
518 740 95
267 943 12
56 950 98
896 67 65
942 831 91
556 118 87
190 727 55
50 935 63
634 70 20
478 290 93
891 91 73
585 719 81
940 470 91
440 144 8
43 774 78
669 671 9
915 604 26
629 238 32
444 846 39
760 229 86
817 389 89
565 552 47
57 191 96
3 118 34
344 30 46
505 667 45
651 223 92
23 206 83
119 268 64
466 172 92
346 363 34
788 148 69
328 324 74
162 753 25
567 447 88
708 859 92
276 75 29
488 597 76
676 816 11
960 1 51
556 606 69
927 576 75
834 420 12
120 226 6
305 154 51
407 788 42
865 599 11
726 285 34
140 517 44
98 744 47
514 263 75
371 413 32
646 602 62
271 71 78
383 441 75
800 904 77
544 375 17
169 233 33
488 617 85
5 890 54
554 497 90
96 304 85
590 53 42
92 594 89
119 949 59
213 619 42
291 497 11
837 963 37
407 832 24
169 478 42
664 362 44
555 459 88
802 992 6
966 238 21
45 438 16
653 231 88
3 352 11
516 648 37
435 210 10
572 899 4
418 470 23
972 866 34
524 426 92
275 429 23
191 479 31
127 704 39
89 188 95
105 450 45
141 801 33
206 40 54
322 124 91
192 359 11
475 855 57
499 365 26
696 103 15
8 177 98
267 847 24
685 662 100
453 948 62
467 652 23
711 102 20
399 951 57
145 445 83
482 278 27
750 690 13
394 469 1
517 761 81
598 540 47
642 294 52
797 382 65
747 453 5
623 787 40
588 928 39
51 262 31
468 645 18
119 551 15
597 950 10
931 106 32
400 279 84
567 262 26
975 771 74
648 976 44
680 359 39
1000 885 36
25 806 77
242 243 17
654 827 81
722 169 16
381 714 19
379 74 3
811 648 71
15 966 33
795 581 33
978 905 88
110 681 22
159 35 54
238 933 32
242 390 85
475 238 2
373 891 71
62 677 86
819 109 62
24 178 58
528 219 28
796 588 72
134 587 9
105 770 49
321 818 92
937 477 41
717 701 30
308 564 37
139 147 39
654 751 52
527 928 7
484 636 23
845 972 54
811 813 61
359 826 97
690 72 36
880 610 30
67 782 86
861 975 24
822 677 65
127 178 57
733 733 71
939 229 77
17 150 90
537 1000 58
644 417 13
544 655 11
909 179 41
392 858 79
407 734 26
847 20 32
26 463 64
469 237 90
345 680 1
255 496 4
122 647 13
832 734 10
817 294 6
283 377 2
37 121 52
235 609 38
786 740 79
412 554 47
261 570 41
143 428 18
907 342 23
881 770 1
794 686 8
900 772 26
166 515 38
397 790 61
478 115 7
756 558 81
668 23 82
312 345 91
857 701 15
496 678 91
38 374 31
867 690 49
276 433 93
72 179 93
982 927 14
447 5 48
441 157 50
863 344 44
379 902 4
213 879 88
281 358 7
300 106 21
383 863 15
431 22 18
811 32 88
504 456 78
979 897 99
565 509 100
235 241 19
310 757 46
687 624 42
376 499 67
960 749 25
197 927 27
286 609 88
785 405 23
3 809 59
782 147 59
672 913 10
666 142 2
621 644 94
988 110 41
566 500 33
242 381 69
337 848 54
598 660 32
929 953 99
652 950 8
261 109 82
126 115 12
737 252 28
40 391 28
36 517 25
140 672 46
937 650 82
191 59 15
623 912 41
363 424 10
841 224 60
787 217 70
862 728 87
530 999 59
761 587 62
876 902 66
642 341 51
722 116 85
36 296 46
827 477 11
389 609 16
158 217 45
121 636 67
33 277 46
535 596 53
661 566 29
298 28 97
471 618 73
546 505 52
616 807 84
857 45 89
262 281 53
478 629 50
674 520 80
29 660 49
304 687 30
149 670 28
770 239 39
624 350 49
365 378 98
695 840 39
994 321 24
980 184 39
646 798 61
901 881 39
219 426 46
736 231 94
412 633 33
65 78 46
357 841 52
22 40 25
553 662 95
92 362 73
530 809 25
623 120 65
445 636 27
822 637 89
931 88 73
612 652 33
585 823 35
896 250 83
312 890 69
838 665 100
542 884 87
316 334 20
691 134 70
862 356 15
269 657 65
842 199 80
373 79 53
517 194 66
984 402 69
252 898 45
814 651 71
4 472 14
406 908 77
578 315 4
25 78 93
451 251 52
786 581 74
990 271 6
516 143 84
85 305 38
764 848 80
872 380 60
83 657 86
18 133 84
470 644 81
474 615 99
213 178 62
346 605 91
615 886 89
612 164 75
332 719 7
248 278 9
826 417 10
999 305 86
825 460 100
844 805 2
735 492 1
573 418 41
597 232 8
758 648 39
847 251 66
286 932 89
240 222 6
753 322 30
867 971 54
348 574 79
131 459 85
284 881 15
29 170 92
639 538 59
153 294 1
369 554 95
261 460 2
185 511 4
465 338 15
682 835 68
140 958 12
946 610 9
693 645 16
878 583 46
131 229 41
684 863 56
862 796 17
695 348 94
379 535 30
287 388 10
492 772 92
814 472 90
502 312 77
332 173 75
857 433 24
420 174 86
756 117 91
789 792 98
686 769 83
835 197 67
830 107 64
203 273 58
187 377 79
306 816 58
709 288 22
470 190 69
915 102 23
947 253 9
306 152 66
23 603 100
92 589 34
455 226 61
487 464 92
1000 470 48
18 762 87
46 586 9
932 973 25
337 660 90
84 163 89
787 572 100
2 125 47
868 664 86
876 109 32
150 819 58
370 4 95
113 314 43
107 260 57
880 470 81
741 120 17
450 789 100
569 870 89
858 560 37
325 508 75
903 494 71
144 336 25
660 520 31
858 591 70
241 843 97
217 303 70
425 865 93
237 45 74
610 504 46
917 216 93
944 2 11
311 819 57
91 275 45
372 31 32
460 542 30
281 543 47
563 633 37
880 90 42
364 948 75
493 613 2
502 214 12
393 742 73
691 312 84
371 762 94
139 919 39
226 448 59
976 534 38
604 915 13
27 538 59
74 260 76
430 109 52
153 294 91
136 84 44
882 608 12
188 225 9
275 735 38
178 577 37
477 937 62
180 854 89
316 563 63
938 526 69
818 492 50
991 395 62
412 912 74
978 105 30
171 494 1
726 684 83
980 593 9
819 167 61
432 619 96
803 405 28
653 885 61
413 884 82
691 713 72
45 413 47
537 473 42
401 838 28
397 805 50
86 64 35
375 160 81
513 121 34
79 747 99
927 75 56
114 889 84
661 122 7
353 233 29
728 394 40
226 608 32
735 472 18
877 44 87
284 684 46
344 362 5
231 285 96
980 689 23
739 869 26
822 165 53
119 345 96
831 421 83
454 474 50
828 13 17
95 806 22
158 484 3
174 944 73
746 599 97
57 291 58
723 524 11
819 587 59
435 24 78
357 149 2
38 834 18
48 522 86
624 278 95
364 384 23
305 835 12
653 921 29
240 181 90
704 458 22
205 251 26
426 725 67
278 634 87
674 143 36
67 897 65
882 587 9
122 99 69
481 861 25
587 80 66
260 120 83
573 235 93
737 537 39
767 853 30
482 377 74
624 457 5
384 934 16
240 263 86
622 259 19
341 410 46
962 980 35
367 985 48
623 299 32
331 841 4
997 702 25
564 345 15
471 374 33
613 389 21
572 409 53
865 564 34
520 113 15
331 826 13
720 939 18
622 166 24
585 449 4
231 701 6
449 904 87
230 766 48
44 491 20
912 892 93
144 102 83
520 935 66
162 380 9
1 243 66
591 530 56
397 831 98
188 89 34
402 351 47
911 96 71
96 458 31
987 815 82
700 205 12
816 333 8
576 831 1
64 779 78
560 43 59
547 575 94
391 73 29
964 82 57
144 917 32
362 43 88
477 438 52
600 114 63
420 480 89
469 645 24
252 18 80
348 262 62
116 233 27
821 602 99
13 924 92
147 396 61
52 934 78
212 320 33
729 63 42
821 345 84
602 379 8
139 940 73
136 89 40
178 610 44
192 813 9
130 906 50
604 343 25
109 76 39
160 410 31
378 663 7
998 869 92
982 725 9
618 821 11
997 386 67
702 594 48
365 880 71
783 749 65
724 365 88
22 33 88
501 387 79
73 31 90
175 655 34
279 79 76
325 395 21
967 582 21
247 85 100
602 411 17
799 998 42
804 345 64
910 899 37
863 968 16
77 247 20
944 764 91
372 79 55
400 436 42
526 636 47
564 501 65
802 213 15
486 956 88
132 507 100
986 679 75
106 51 26
49 373 71
752 599 68
73 297 32
341 677 41
147 643 24
51 462 17
796 543 90
883 457 48
685 85 61
599 166 80
555 903 84
829 819 78
351 621 69
587 314 56
583 708 91
717 665 86
179 499 75
841 529 76
969 317 88
996 383 22
106 923 74
538 318 97
827 823 83
513 795 95
373 377 57
374 632 22
549 837 49
920 329 61
620 571 8
360 338 46
976 134 81
991 879 95
913 614 64
216 635 5
957 894 57
266 834 44
909 262 46
631 294 9
213 954 77
63 933 66
880 633 59
966 378 74
666 984 43
889 984 50
420 684 12
509 482 49
764 731 7
457 726 85
626 460 22
879 685 76
348 203 84
159 156 52
106 966 38
811 718 91
515 442 24
788 936 55
471 718 41
564 60 83
178 710 67
170 871 16
960 226 37
705 266 89
163 197 51
25 693 40
6 631 53
981 527 95
838 500 92
299 167 40
635 722 32
943 839 25
372 638 28
256 643 69
792 951 33
746 254 77
206 698 72
578 230 80
366 308 91
469 363 11
542 308 40
457 580 93
126 334 42
522 930 52
971 193 25
159 530 54
48 370 27
506 215 82
576 46 14
188 582 64
342 733 46
934 153 72
21 777 21
313 917 44
384 427 30
472 524 74
115 758 22
664 107 27
976 930 60
655 508 18
980 538 40
898 526 89
511 831 3
597 328 79
535 251 16
687 130 85
302 78 41
11 28 65
975 165 37
656 404 62
373 229 27
769 653 54
484 93 93
943 74 6
862 394 59
146 495 49
640 176 48
220 585 26
346 407 60
462 505 50
42 756 92
704 813 19
169 924 61
630 839 3
341 924 17
574 548 5
77 212 73
35 806 11
97 240 66
668 202 14
7 549 39
613 275 86
183 130 5
285 757 56
952 324 47
967 459 45
504 681 78
578 777 10
360 286 66
369 395 50
5 40 79
347 588 25
857 255 41
323 351 89
856 743 4
369 290 84
484 910 89
824 78 48
153 40 87
334 937 27
417 118 27
55 52 71
713 994 28
794 245 14
370 332 36
954 118 55
705 345 89
175 380 95
224 623 21
771 577 81
675 530 19
725 827 99
515 530 43
929 290 43
247 699 54
454 941 99
142 11 16
126 462 41
78 583 16
690 898 71
615 79 63
964 586 12
329 749 66
874 629 66
2 658 19
434 155 30
457 914 8
264 843 91
174 155 56
930 910 59
775 977 83
189 666 52
677 773 46
893 320 24
621 417 61
449 959 10
360 230 60
52 454 71
379 390 43
109 725 42
471 394 26
752 837 28
882 286 17
363 60 76
917 376 61
210 555 69
204 900 29
395 927 15
960 395 98
451 803 41
520 847 68
711 339 34
252 33 54
100 299 63
513 947 70
463 606 11
456 710 82
245 528 88
87 494 44
317 277 87
582 169 12
305 455 95
75 340 36
313 620 99
543 413 39
48 5 23
566 145 91
661 801 3
555 656 21
530 544 33
698 253 13
601 432 42
236 103 76
354 747 33
518 162 32
38 982 7
627 894 43
832 996 76
853 855 97
566 793 100
592 516 81
548 176 59
168 664 36
401 950 58
685 884 90
921 997 48
822 754 27
337 137 90
403 452 83
598 166 75
778 139 82
286 976 36
891 992 76
325 409 1
851 319 87
162 111 95
429 542 24
664 107 79
348 371 58
885 84 22
139 884 71
462 850 51
157 52 73
873 579 91
701 252 59
185 73 38
848 816 69
974 210 23
62 822 47
402 78 75
996 755 30
957 621 14
221 413 49
258 47 5
284 154 93
216 810 71
564 672 58
499 143 77
824 594 73
256 765 65
491 386 76
868 69 34
97 505 56
629 20 98
748 360 6
831 4 55
369 803 2
728 755 3
520 433 23
813 90 4
999 981 30
115 656 29
992 184 31
990 837 71
94 213 26
686 783 49
516 115 58
317 744 24
206 366 94
163 822 15
406 967 23
994 802 12
664 487 63
562 793 21
494 592 26
